year,month,cluster,n_links
2021,feb,tweets48,10
2021,feb,tweets55,8
2021,feb,tweets14,19
2021,feb,tweets96,1
2021,feb,tweets59,2
2021,feb,tweets18,1
2021,feb,tweets0,217
2021,feb,tweets22,3
2021,feb,tweets74,6
2021,feb,tweets23,78
2021,feb,tweets1,219
2021,feb,tweets19,4
2021,feb,tweets97,6
2021,feb,tweets15,105
2021,feb,tweets54,1
2021,mar,tweets16,4
2021,mar,tweets2,14
2021,mar,tweets60,1
2021,mar,tweets3,255
2021,mar,tweets21,19
2021,mar,tweets56,1
2021,mar,tweets40,1
2021,mar,tweets17,3
2021,mar,tweets71,4
2021,mar,tweets26,1
2021,mar,tweets4,5
2021,mar,tweets30,3
2021,mar,tweets8,40
2021,mar,tweets10,13
2021,mar,tweets9,5
2021,mar,tweets93,9
2021,mar,tweets5,18
2021,mar,tweets27,73
2021,mar,tweets6,5
2021,mar,tweets24,3
2021,mar,tweets12,4
2021,mar,tweets86,1
2021,mar,tweets13,2
2021,mar,tweets25,1
2021,mar,tweets7,8
2021,mar,tweets14,20
2021,mar,tweets18,2
2021,mar,tweets0,164
2021,mar,tweets22,3
2021,mar,tweets1,187
2021,mar,tweets19,4
2021,apr,tweets16,26
2021,apr,tweets2,7
2021,apr,tweets3,48
2021,apr,tweets4,23
2021,apr,tweets8,73
2021,apr,tweets10,13
2021,apr,tweets11,18
2021,apr,tweets9,1
2021,apr,tweets5,78
2021,apr,tweets6,10
2021,apr,tweets12,72
2021,apr,tweets13,8
2021,apr,tweets7,19
2021,apr,tweets14,2
2021,apr,tweets0,212
2021,apr,tweets1,42
2021,apr,tweets15,4
2021,may,tweets16,5
2021,may,tweets20,1
2021,may,tweets2,19
2021,may,tweets3,4
2021,may,tweets4,16
2021,may,tweets8,10
2021,may,tweets10,3
2021,may,tweets11,70
2021,may,tweets9,41
2021,may,tweets5,1
2021,may,tweets12,2
2021,may,tweets13,53
2021,may,tweets7,1
2021,may,tweets18,7
2021,may,tweets0,124
2021,may,tweets1,102
2021,may,tweets15,2
2021,jun,tweets16,2
2021,jun,tweets20,37
2021,jun,tweets2,38
2021,jun,tweets3,51
2021,jun,tweets21,1
2021,jun,tweets17,1
2021,jun,tweets4,34
2021,jun,tweets8,13
2021,jun,tweets10,136
2021,jun,tweets11,11
2021,jun,tweets9,16
2021,jun,tweets5,18
2021,jun,tweets6,34
2021,jun,tweets12,26
2021,jun,tweets13,1
2021,jun,tweets7,28
2021,jun,tweets14,24
2021,jun,tweets18,3
2021,jun,tweets0,316
2021,jun,tweets1,177
2021,jun,tweets35,3
2021,jun,tweets19,38
2021,jun,tweets15,14
2021,jul,tweets16,1
2021,jul,tweets2,169
2021,jul,tweets3,80
2021,jul,tweets21,4
2021,jul,tweets17,4
2021,jul,tweets4,19
2021,jul,tweets8,93
2021,jul,tweets10,79
2021,jul,tweets9,12
2021,jul,tweets5,15
2021,jul,tweets6,1
2021,jul,tweets24,1
2021,jul,tweets13,4
2021,jul,tweets7,1
2021,jul,tweets14,16
2021,jul,tweets0,293
2021,jul,tweets1,29
2021,jul,tweets19,1
2021,jul,tweets15,10
2021,aug,tweets16,7
2021,aug,tweets2,37
2021,aug,tweets3,8
2021,aug,tweets17,2
2021,aug,tweets4,23
2021,aug,tweets8,107
2021,aug,tweets10,19
2021,aug,tweets11,12
2021,aug,tweets9,15
2021,aug,tweets5,59
2021,aug,tweets32,1
2021,aug,tweets6,4
2021,aug,tweets12,21
2021,aug,tweets7,10
2021,aug,tweets14,5
2021,aug,tweets0,183
2021,aug,tweets1,106
2021,aug,tweets19,4
2021,aug,tweets15,13
2021,sep,tweets16,1
2021,sep,tweets2,15
2021,sep,tweets37,1
2021,sep,tweets3,20
2021,sep,tweets21,3
2021,sep,tweets4,10
2021,sep,tweets8,8
2021,sep,tweets10,2
2021,sep,tweets11,3
2021,sep,tweets31,1
2021,sep,tweets5,6
2021,sep,tweets6,1
2021,sep,tweets12,4
2021,sep,tweets13,16
2021,sep,tweets7,7
2021,sep,tweets48,1
2021,sep,tweets14,6
2021,sep,tweets38,3
2021,sep,tweets18,4
2021,sep,tweets0,106
2021,sep,tweets22,56
2021,sep,tweets1,117
2021,sep,tweets19,5
2021,oct,tweets16,8
2021,oct,tweets2,2
2021,oct,tweets3,55
2021,oct,tweets21,1
2021,oct,tweets17,1
2021,oct,tweets4,62
2021,oct,tweets30,7
2021,oct,tweets8,66
2021,oct,tweets10,20
2021,oct,tweets11,12
2021,oct,tweets9,2
2021,oct,tweets5,3
2021,oct,tweets6,14
2021,oct,tweets24,1
2021,oct,tweets12,16
2021,oct,tweets13,26
2021,oct,tweets7,5
2021,oct,tweets33,7
2021,oct,tweets18,3
2021,oct,tweets0,103
2021,oct,tweets1,26
2021,oct,tweets39,1
2021,oct,tweets15,1
2021,nov,tweets2,18
2021,nov,tweets3,43
2021,nov,tweets21,5
2021,nov,tweets4,4
2021,nov,tweets8,34
2021,nov,tweets11,6
2021,nov,tweets9,6
2021,nov,tweets5,6
2021,nov,tweets6,4
2021,nov,tweets13,8
2021,nov,tweets7,4
2021,nov,tweets0,34
2021,nov,tweets1,20
2021,dec,tweets2,7
2021,dec,tweets3,2
2021,dec,tweets4,1
2021,dec,tweets8,1
2021,dec,tweets10,1
2021,dec,tweets11,1
2021,dec,tweets9,2
2021,dec,tweets5,55
2021,dec,tweets6,4
2021,dec,tweets13,2
2021,dec,tweets7,2
2021,dec,tweets14,72
2021,dec,tweets0,63
2021,dec,tweets22,2
2021,dec,tweets1,11
2022,jan,tweets16,10
2022,jan,tweets2,3
2022,jan,tweets3,37
2022,jan,tweets17,60
2022,jan,tweets8,2
2022,jan,tweets10,1
2022,jan,tweets9,3
2022,jan,tweets5,3
2022,jan,tweets6,2
2022,jan,tweets12,2
2022,jan,tweets13,11
2022,jan,tweets7,1
2022,jan,tweets14,3
2022,jan,tweets0,84
2022,jan,tweets1,53
2022,jan,tweets35,1
2022,jan,tweets19,12
2022,jan,tweets15,1
2022,feb,tweets20,2
2022,feb,tweets2,53
2022,feb,tweets3,16
2022,feb,tweets4,16
2022,feb,tweets8,60
2022,feb,tweets10,10
2022,feb,tweets11,1
2022,feb,tweets9,7
2022,feb,tweets5,5
2022,feb,tweets6,7
2022,feb,tweets12,4
2022,feb,tweets13,2
2022,feb,tweets7,7
2022,feb,tweets14,22
2022,feb,tweets18,25
2022,feb,tweets0,75
2022,feb,tweets1,56
2022,mar,tweets16,10
2022,mar,tweets2,4
2022,mar,tweets3,24
2022,mar,tweets4,12
2022,mar,tweets8,18
2022,mar,tweets10,28
2022,mar,tweets11,8
2022,mar,tweets9,5
2022,mar,tweets5,13
2022,mar,tweets6,19
2022,mar,tweets12,12
2022,mar,tweets13,12
2022,mar,tweets7,24
2022,mar,tweets14,2
2022,mar,tweets0,190
2022,mar,tweets1,84
2022,mar,tweets15,3
2022,apr,tweets82,78
2022,apr,tweets370,8
2022,apr,tweets16,6
2022,apr,tweets41,2
2022,apr,tweets57,2
2022,apr,tweets77,14
2022,apr,tweets98,26
2022,apr,tweets20,7
2022,apr,tweets2,33
2022,apr,tweets36,24
2022,apr,tweets61,2
2022,apr,tweets700,1
2022,apr,tweets487,6
2022,apr,tweets582,7
2022,apr,tweets613,1
2022,apr,tweets60,23
2022,apr,tweets37,229
2022,apr,tweets3,6
2022,apr,tweets21,4
2022,apr,tweets76,1
2022,apr,tweets56,5
2022,apr,tweets40,38
2022,apr,tweets17,4
2022,apr,tweets234,12
2022,apr,tweets263,9
2022,apr,tweets367,9
2022,apr,tweets71,1
2022,apr,tweets26,14
2022,apr,tweets4,5
2022,apr,tweets30,24
2022,apr,tweets67,7
2022,apr,tweets593,1
2022,apr,tweets340,8
2022,apr,tweets92,1
2022,apr,tweets8,21
2022,apr,tweets663,5
2022,apr,tweets233,11
2022,apr,tweets10,73
2022,apr,tweets47,11
2022,apr,tweets177,13
2022,apr,tweets50,2
2022,apr,tweets588,7
2022,apr,tweets46,5
2022,apr,tweets11,24
2022,apr,tweets727,5
2022,apr,tweets9,14
2022,apr,tweets635,1
2022,apr,tweets224,11
2022,apr,tweets195,13
2022,apr,tweets204,12
2022,apr,tweets66,11
2022,apr,tweets31,3
2022,apr,tweets5,6
2022,apr,tweets27,13
2022,apr,tweets70,23
2022,apr,tweets600,7
2022,apr,tweets49,85
2022,apr,tweets65,7
2022,apr,tweets401,7
2022,apr,tweets32,13
2022,apr,tweets6,13
2022,apr,tweets24,15
2022,apr,tweets53,2
2022,apr,tweets45,1
2022,apr,tweets12,35
2022,apr,tweets69,8
2022,apr,tweets270,1
2022,apr,tweets28,8
2022,apr,tweets91,19
2022,apr,tweets271,1
2022,apr,tweets29,19
2022,apr,tweets68,3
2022,apr,tweets119,17
2022,apr,tweets13,51
2022,apr,tweets44,36
2022,apr,tweets52,11
2022,apr,tweets72,3
2022,apr,tweets25,4
2022,apr,tweets7,28
2022,apr,tweets33,8
2022,apr,tweets48,5
2022,apr,tweets55,17
2022,apr,tweets43,24
2022,apr,tweets14,25
2022,apr,tweets80,79
2022,apr,tweets38,68
2022,apr,tweets558,6
2022,apr,tweets190,10
2022,apr,tweets59,3
2022,apr,tweets581,6
2022,apr,tweets18,21
2022,apr,tweets63,30
2022,apr,tweets34,8
2022,apr,tweets22,24
2022,apr,tweets368,8
2022,apr,tweets75,1
2022,apr,tweets74,46
2022,apr,tweets152,6
2022,apr,tweets23,28
2022,apr,tweets1,784
2022,apr,tweets35,20
2022,apr,tweets543,6
2022,apr,tweets62,25
2022,apr,tweets19,4
2022,apr,tweets754,6
2022,apr,tweets200,1
2022,apr,tweets650,5
2022,apr,tweets345,8
2022,apr,tweets484,6
2022,apr,tweets39,5
2022,apr,tweets148,2
2022,apr,tweets236,11
2022,apr,tweets15,50
2022,apr,tweets308,10
2022,apr,tweets42,3
2022,apr,tweets54,1
2022,apr,tweets575,6
