"CASE NUMBER: CL-2019-2911 -Â JOHN C. DEPP, II V. AMBER LAURA HEARD",,
Date,Documents,PDF
10/27/2020,"Order Dated October 27, 2020","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-order-10-27-2020.pdf"" target=""_blank"">View</a>"
10/22/2020,"Declaration of Elaine Charlson Bredehoft","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-declaration-of-Elaine-Charlson-Bredehoft-10-22-2020.pdf"" target=""_blank"">View</a>"
10/16/2020,"Plaintiff's Response to Motion for Sanctions Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-resp-to-mot-for-sanctions-praecipe-10-16-2020.pdf"" target=""_blank"">View</a>"
10/16/2020,"Plaintiff's Reply Memorandum in Opposition to Sanctions","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-memo-opp-to-def-mot-for-sanctions-10-16-2020.pdf"" target=""_blank"">View</a>"
10/16/2020,"Defendant's Motion to Compel Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-mot-to-compel-docs-resp-to-rev-8th-req-praecipe-10-16-2020.pdf"" target=""_blank"">View</a>"
10/16/2020,"Defendant's Memorandum in Support of Motion to Compel","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-memo-supp-mot-compel-docs-resp-to-rev-8th-req-10-16-2020.pdf"" target=""_blank"">View</a>"
10/16/2020,"Defendant's Motion to Compel","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-mot-to-compel-docs-resp-to-rev-8th-req-10-16-2020.pdf"" target=""_blank"">View</a>"
10/15/2020,"Order Dated October 15, 2020","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-compel-depo-docs-sanctions-order-10-15-2020.pdf"" target=""_blank"">View</a>"
10/10/2020,"Order Dated October 10, 2020","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-prod-docs-order-10-10-2020.pdf"" target=""_blank"">View</a>"
10/05/2020,"Plaintiff's Reply Memorandum in Support of Demurrer and Plea in Bar","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-memo-supp-demurrer-plea-in-bar-10-5-2020.pdf"" target=""_blank"">View</a>"
10/02/2020,"Plaintiff's Opposition to Defendant's Motion to Compel Deposition, Production of Documents and Sanctions","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-opp-to-mot-to-compel-depo-docs-sanctions-10-2-2020.pdf"" target=""_blank"">View</a>"
09/28/2020,"Foreign Subpoena for Elon Musk","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Elon-Musk-9-28-2020.pdf"" target=""_blank"">View</a>"
09/28/2020,"Counterclaim Plaintiff's Response to Demurrer and Plea in Bar Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-resp-demurrer-plea-in-bar-praecipe-9-28-2020.pdf"" target=""_blank"">View</a>"
09/28/2020,"Counterclaim Plaintiff's Memorandum in Opposition to Demurrer and Plea in Bar","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-memo-opp-to-demurrer-plea-in-bar-9-28-2020.pdf"" target=""_blank"">View</a>"
09/25/2020,"Foreign Subpoena for American Civil Liberties Union, Inc.","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-ACLU-9-25-2020.pdf"" target=""_blank"">View</a>"
09/25/2020,"Order Dated September 25, 2020","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-order-sanctions-mot-in-limine-9-25-2020.pdf"" target=""_blank"">View</a>"
09/24/2020,"Defendant's Motion for Sanctions Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-mot-sanctions-vs-Adam-Waldman-praecipe-9-24-2020.pdf"" target=""_blank"">View</a>"
09/24/2020,"Defendant's Memorandum in Support of Motion for Sanctions","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-memo-supp-mot-for-sanctions-vs-Adam-Waldman-9-24-2020.pdf"" target=""_blank"">View</a>"
09/24/2020,"Defendant's Motion for Sanctions","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-mot-sanctions-vs-Adam-Waldman-9-24-2020.pdf"" target=""_blank"">View</a>"
09/23/2020,"Defendant's Motion to Compel Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-mot-compel-dep-prod-docs-sanctions-praecipe-9-23-2020.pdf"" target=""_blank"">View</a>"
09/23/2020,"Defendant's Memorandum in Support of Motion to Compel","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-memo-supp-mot-compel-dep-prod-docs-sanctions-9-23-2020.pdf"" target=""_blank"">View</a>"
09/23/2020,"Defendant's Motion to Compel","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-mot-to-compel-dep-prod-docs-sanctions-9-23-2020.pdf"" target=""_blank"">View</a>"
09/18/2020,"Plaintiff's Opposition to Defendant's Motion for Sanctions and Motions <em>in Limine</em> Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-opp-sanctions-mot-in-limine-praecipe-9-18-2020.pdf"" target=""_blank"">View</a>"
09/18/2020,"Plaintiff's Opposition to Defendant's Motion for Sanctions and Motions <em>in Limine</em>","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-opp-sanctions-mot-in-limine-9-18-2020.pdf"" target=""_blank"">View</a>"
09/14/2020,"Consent Order Dated September 14, 2020","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-consent-order-9-14-2020.pdf"" target=""_blank"">View</a>"
09/14/2020,"Plaintiff's Motion to Sustain Demurrer and Plea in Bar Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-mot-sustain-demurrer-plea-in-bar-praecipe-9-14-2020.pdf"" target=""_blank"">View</a>"
09/14/2020,"Plaintiff's Memorandum in Support of Demurrer and Plea in Bar","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-memo-supp-demurrer-plea-in-bar-9-14-2020.pdf"" target=""_blank"">View</a>"
09/14/2020,"Plaintiff's Motion to Sustain Demurrer and Plea in Bar","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-mot-sustain-demurrer-plea-in-bar-9-14-2020.pdf"" target=""_blank"">View</a>"
09/14/2020,"Agreed Order Dated September 14, 2020","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-agreed-order-briefing-sched-9-14-2020.pdf"" target=""_blank"">View</a>"
09/14/2020,"Order Dated September 14, 2020","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-calendar-control-order-trial-9-14-2020.pdf"" target=""_blank"">View</a>"
09/14/2020,"Orders Dated September 14, 2020","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-calendar-control-order-mot-9-14-2020.pdf"" target=""_blank"">View</a>"
09/11/2020,"Plaintiff's Opposition to Defendant's Motion to Compel Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-opp-mot-compel-praecipe-9-11-2020.pdf"" target=""_blank"">View</a>"
09/11/2020,"Plaintiff's Opposition to Defendant's Motion to Compel Production of Documents","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-opp-def-mot-to-compel-prod-docs-9-11-2020.pdf"" target=""_blank"">View</a>"
09/09/2020,"Plaintiff's Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-praecipe-9-9-2020.pdf"" target=""_blank"">View</a>"
09/04/2020,"Defendant's Motion for Sanctions and Motions <em>in Limine </em>Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-mot-for-sanctions-mot-in-limine-praecipe-9-4-2020.pdf"" target=""_blank"">View</a>"
09/04/2020,"Defendant's Memorandum Supporting Motion for Sanctions and Motions <em>in Limine</em>","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-memo-mot-for-sanctions-mot-in-limine-9-4-2020.pdf"" target=""_blank"">View</a>"
09/04/2020,"Defendant's Motion for Sanctions and Motions <em>in Limine</em>","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-mot-for-sanctions-mot-in-limine-9-4-2020.pdf"" target=""_blank"">View</a>"
09/04/2020,"Defendant's Memorandum in Support of Motion to Compel Production of Documents","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-memo-supp-mot-to-compel-docs-resp-4th-5th-6th-7th-request-9-4-2020.pdf"" target=""_blank"">View</a>"
09/04/2020,"Defendant's Motion to Compel Production of Documents","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-mot-to-compel-prod-docs-resp-to-4th-5th-6th-7th-req-9-4-2020.pdf"" target=""_blank"">View</a>"
09/04/2020,"Defendant's Response to Plaintiff's Motion for Continuance Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-response-to-plaintiff-mot-for-continuance-praecipe-9-4-2020.pdf"" target=""_blank"">View</a>"
09/04/2020,"Defendant's Opposition to Plaintiff's Motion for Continuance","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-opp-to-plaintiff-mot-for-continuance-9-4-2020.pdf"" target=""_blank"">View</a>"
08/31/2020,"Memorandum in Support of Plaintiff's Motion to File Extended Brief and For Briefing Schedule","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-memo-supp-plaintiff-mot-to-file-ext-brief-briefing-sched-8-31-2020.pdf"" target=""_blank"">View</a>"
08/31/2020,"Plaintiff's Motion for Briefing Schedule Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-mot-for-briefing-sched-praecipe-8-31-2020.pdf"" target=""_blank"">View</a>"
08/31/2020,"Plaintiff's Motion for Leave to File Extended Brief and For Briefing Schedule on Demurrer and Plea in Bar","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-mot-for-leave-to-file-ext-brief-briefing-sched-8-31-2020.pdf"" target=""_blank"">View</a>"
08/31/2020,"Demurrer and Plea In Bar to Counterclaims","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-demurrer-plea-in-bar-to-counterclaims-8-31-2020.pdf"" target=""_blank"">View</a>"
08/25/2020,"Foreign Subpoena for Natasha Brooks","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Natasha-Brooks-8-25-2020.pdf"" target=""_blank"">View</a>"
08/21/2020,"Plaintiff's Memorandum in Support of Motion for Continuance","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-memo-supp-mot-for-continuance-8-21-2020.pdf"" target=""_blank"">View</a>"
08/21/2020,"Plaintiff's Motion for Continuance","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-mot-for-continuance-8-21-2020.pdf"" target=""_blank"">View</a>"
08/21/2020,"Plaintiff's Motion for Continuance Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-motion-for-continuance-praecipe-8-21-2020.pdf"" target=""_blank"">View</a>"
08/19/2020,"Foreign Subpoena for Tracey Jacobs","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Tracey-Jacobs-8-19-2020.pdf"" target=""_blank"">View</a>"
08/19/2020,"Foreign Subpoena for Jack Whigham","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Jack-Whigham-8-19-2020.pdf"" target=""_blank"">View</a>"
08/19/2020,"Foreign Subpoena for Christian Carino","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Christian-Carino-8-19-2020.pdf"" target=""_blank"">View</a>"
08/19/2020,"Foreign Subpoena for LAPD Corporate Designee","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-LAPD-SDT-Processing-8-19-2020.pdf"" target=""_blank"">View</a>"
08/19/2020,"Foreign Subpoena for Wasser, Cooperman &amp; Mandles","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Wasser-Cooperman-and-Mandles-8-19-2020.pdf"" target=""_blank"">View</a>"
08/18/2020,"Foreign Subpoena for Laura Divenere","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Laura-Divenere-8-19-2020.pdf"" target=""_blank"">View</a>"
08/18/2020,"Foreign Subpoena for Brandon Patterson","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Brandon-Patterson-8-19-2020.pdf"" target=""_blank"">View</a>"
08/18/2020,"Foreign Subpoena for Christi Dembrowski","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Christi-Dembrowski-8-19-2020.pdf"" target=""_blank"">View</a>"
08/18/2020,"Foreign Subpoena for Melissa Saenz","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Melissa-Saenz-8-19-2020.pdf"" target=""_blank"">View</a>"
08/18/2020,"Foreign Subpoena for Tyler Hadden","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Tyler-Hadden-8-19-2020.pdf"" target=""_blank"">View</a>"
08/18/2020,"Foreign Subpoena for Robin Baum","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Robin-Baum-8-18-2020.pdf"" target=""_blank"">View</a>"
08/18/2020,"Foreign Subpoena for Joel Mandel","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Joel-Mandel-co-Michael-Kump-8-18-2020.pdf"" target=""_blank"">View</a>"
08/18/2020,"Foreign Subpoena for Laura Wasser","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Laura-Wasser-8-18-2020.pdf"" target=""_blank"">View</a>"
08/18/2020,"Foreign Subpoena for Edward White","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Edward-White-8-18-2020.pdf"" target=""_blank"">View</a>"
08/18/2020,"Foreign Subpoena for Cornelius Harrell","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Cornelius-Harrell-8-18-2020.pdf"" target=""_blank"">View</a>"
08/18/2020,"Foreign Subpoena for Trinity Esparza","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Trinity-Esparza-8-18-2020.pdf"" target=""_blank"">View</a>"
08/18/2020,"Foreign Subpoena for Corporate Designee of Eastern Columbia Building","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-dep-prep-Corporate-Designee-of-Eastern-Columbia-Building-8-18-2020.pdf"" target=""_blank"">View</a>"
08/18/2020,"Foreign Subpoena for Alejandro Romero","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Alejandro-Romero-8-18-2020.pdf"" target=""_blank"">View</a>"
08/18/2020,"Foreign Subpoena for Corporate Designee of Eastern Columbia Building","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Corporate-Designee-of-Eastern-Columbia-Building-8-18-2020.pdf"" target=""_blank"">View</a>"
08/18/2020,"Foreign Subpoena for Custodian of Records of The Mandel Company, Inc.","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Custodian-of-Records-of-the-Mandel-Company-8-18-20.pdf"" target=""_blank"">View</a>"
08/14/2020,"Plaintiff's Response to Defendant's Motion to Compel Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-resp-to-def-mot-to-compel-resp-4th-5th-RFP-praecipe-8-14-2020.pdf"" target=""_blank"">View</a>"
08/14/2020,"Plaintiff's Memorandum in Opposition to Defendant's Motion to Compel","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-memo-in-resp-to-def-mot-compel-resp-4th-5th-req-8-14-2020.pdf"" target=""_blank"">View</a>"
08/14/2020,"Foreign Subpoena for Elon Musk","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Elon-Musk-8-14-2020.pdf"" target=""_blank"">View</a>"
08/10/2020,"Foreign Subpoena for Los Angeles Police Department","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Los-Angeles-Police-Department-8-10-2020.pdf"" target=""_blank"">View</a>"
08/10/2020,"Foreign Subpoena for American Civil Liberties Union","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-ACLU-8-10-2020.pdf"" target=""_blank"">View</a>"
08/10/2020,"Foreign Subpoena for Twitter","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Twitter-8-10-2020.pdf"" target=""_blank"">View</a>"
08/10/2020,"Foreign Subpoena for Jennifer Howell","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Jennifer-Howell-8-10-2020.pdf"" target=""_blank"">View</a>"
08/10/2020,"Foreign Subpoena for The Art of Elysium","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-The-Art-of-Elysium-8-10-2020.pdf"" target=""_blank"">View</a>"
08/10/2020,"Defendant's Counterclaims","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-counterclaims-8-10-2020.pdf"" target=""_blank"">View</a>"
08/10/2020,"Defendant's Answer and Grounds of Defense","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-answer-grounds-of-defense-8-10-2020.pdf"" target=""_blank"">View</a>"
08/10/2020,"Order Dated August 10, 2020","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-compel-order2-8-10-2020.pdf"" target=""_blank"">View</a>"
08/10/2020,"Order Dated August 10, 2020","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-compel-order-8-10-2020.pdf"" target=""_blank"">View</a>"
08/10/2020,"Order Dated August 10, 2020","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-hipaa-order-8-10-2020.pdf"" target=""_blank"">View</a>"
08/07/2020,"Defendant's Memorandum in Support of Motion to Compel","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-memo-supp-mot-to-compel-4th-5th-req-8-7-2020.pdf"" target=""_blank"">View</a>"
08/07/2020,"Defendant's Motion to Compel","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-mot-to-compel-resp-4th-5th-req-prod-docs-8-7-2020.pdf"" target=""_blank"">View</a>"
08/07/2020,"Defendant's Motion to Compel Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-mot-to-compel-praecipe-8-7-2020.pdf"" target=""_blank"">View</a>"
07/28/2020,"Foreign Subpoena for Jennifer Howell","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Jennifer-Howell-7-28-20.pdf"" target=""_blank"">View</a>"
07/17/2020,"Plaintiff's Response to Defendant's Motion to Compel Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-resp-to-def-mot-to-compel-praecipe-7-17-20.pdf"" target=""_blank"">View</a>"
07/17/2020,"Plaintiff's Memorandum in Opposition to Defendant's Motion to Compel","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-memo-in-resp-to-def-mot-to-compel-7-17-20.pdf"" target=""_blank"">View</a>"
07/09/2020,"Notice of Judicial Notification of UK Court Rulings Impacting This Matter","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-notice-judicial-notification-UK-court-rulings-impacting-this-matter-7-9-2020.pdf"" target=""_blank"">View</a>"
07/06/2020,"Defendant's Friday Motions Day Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-compel-prod-docs-praecipe-7-6-2020.pdf"" target=""_blank"">View</a>"
07/02/2020,"Defendant's Memorandum in Support of Motion to Compel","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-memo-in-supp-mot-compel-prod-docs-7-2-2020.pdf"" target=""_blank"">View</a>"
07/02/2020,"Defendant's Motion to Compel","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-mot-to-compel-prod-docs-7-2-2020.pdf"" target=""_blank"">View</a>"
07/02/2020,"Plaintiff's Response to Defendant's Motion to Compel Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-resp-to-defendant-mot-to-compel-praecipe-7-2-2020.pdf"" target=""_blank"">View</a>"
07/02/2020,"Plaintiff's Memorandum in Opposition to Defendant's Motion to Compel","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-memo-in-resp-to-def-mot-to-compel-prod-doc-7-2-2020.pdf"" target=""_blank"">View</a>"
06/29/2020,"Brief of Ashley Ruth Moyé as <em>Amicus Curiae</em> in Support of Plaintiff's Trial Brief","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-brief-Ashley-Ruth-Moye-amicus-curiae-supp-plaintiff-brief-6-29-2020.pdf"" target=""_blank"">View</a>"
06/19/2020,"Defendant's Response to Plaintiff's Motion to Compel Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-resp-to-plaintiff-motion-to-compel-HIPPA-rel-061920.pdf"" target=""_blank"">View</a>"
06/19/2020,"Defendant's Memorandum in Opposition to Plaintiff's Motion to Compel","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-memo-in-opp-to-plantiff-mot-to-compel-061920.pdf"" target=""_blank"">View</a>"
06/17/2020,"Order to Withdraw Roberta Kaplan, John Quinn, Julie Fink, and Davida Brook as Counsel","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-order-withdrawal-Kaplan-Quinn-Fink-Brook.pdf"" target=""_blank"">View</a>"
06/12/2020,"Plaintiff's Friday Motions Day Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-motions-day-praecipe-plaintiff-6-12-2020.pdf"" target=""_blank"">View</a>"
06/12/2020,"Plaintiff's Memorandum in Support of Motion to Compel","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-memo-supp-mot-to-compel-HIPAA-rel-6-12-2020.pdf"" target=""_blank"">View</a>"
06/12/2020,"Plaintiff's Motion to Compel","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-mot-to-compel-execution-HIPPA-rel-6-12-2020.pdf"" target=""_blank"">View</a>"
